,date,Zenith Angle [degrees],Azimuth Angle [degrees],Total Cloud Cover [%],Opaque Cloud Cover [%],Station Pressure [mBar],Precipitable Water [mm],AOD [400nm],AOD [500nm],AOD [675nm],AOD [870nm],AOD [1020nm],SSA [675nm],Asymmetry [675nm],cct
1511,2017-08-18 10:00:00,38.34363,125.72602,9.0,7.0,822.003,13.0,0.1274,0.0891,0.0469,0.0345,0.0368,0.9972,0.602,5355.15846427091
1512,2017-08-18 10:30:00,33.97336,135.68298,9.0,7.0,821.763,13.5,0.144,0.1003,0.054,0.0409,0.0393,1.0,0.603,5363.78270221096
1513,2017-08-18 11:00:00,30.39652,147.68624,10.0,8.0,821.537,13.6,0.1424,0.1004,0.0551,0.0436,0.0414,0.9879,0.6003,5381.292164805464
1514,2017-08-18 11:30:00,27.93581,161.85253,10.0,8.0,821.289,14.7,0.1536,0.1085,0.0586,0.0423,0.0432,0.991,0.5925,5377.262116363616
1515,2017-08-18 12:30:00,27.48284,193.60367,10.0,8.0,820.59,15.2,0.146,0.1031,0.0576,0.0425,0.0439,0.9996,0.6023,5389.05698585092
1516,2017-08-18 13:30:00,32.85363,220.96073,10.0,8.0,820.207,15.7,0.1569,0.1086,0.0588,0.0451,0.0453,0.9949,0.6182,5347.18415470132
1517,2017-08-18 14:00:00,37.02754,231.47001,9.0,7.0,819.94,15.7,0.1682,0.1184,0.0645,0.0488,0.0429,0.9673,0.6013,5304.033910682716
1518,2017-08-18 14:30:00,41.80616,240.20518,14.0,10.0,819.68,16.5,0.1844,0.1296,0.0713,0.0516,0.0483,0.9469,0.6188,5241.707747790575
1519,2017-08-18 15:00:00,46.98885,247.5904,13.0,9.0,819.533,17.6,0.1975,0.1372,0.0767,0.057,0.0505,0.9962,0.6066,5171.808430591872
1520,2017-08-18 16:30:00,63.76495,264.91988,13.0,10.0,819.313,17.2,0.236,0.1663,0.0945,0.0669,0.0607,0.9519,0.6116,4770.508860857016
1521,2017-08-18 17:00:00,69.52056,269.82797,19.0,14.0,819.424,17.3,0.2405,0.1686,0.095,0.0662,0.0597,0.9827,0.599,4531.353712650164
1522,2017-08-18 17:30:00,75.27192,274.55246,13.0,10.0,819.428,17.6,0.2358,0.166,0.0949,0.0683,0.0622,0.9941,0.6127,4199.894151538495
1523,2017-08-18 18:00:00,80.97027,279.20237,12.0,10.0,819.447,18.3,0.3199,0.2625,0.2006,0.1781,0.1776,0.8209,0.7543,3620.430349804804
1524,2017-08-19 06:00:00,82.69199,79.58574,10.0,9.0,819.033,12.7,0.0897,0.0676,0.0367,0.0269,0.0261,0.9937,0.599,3720.988087823978
1525,2017-08-19 06:30:00,77.0281,84.24706,9.0,8.0,819.101,12.5,0.1058,0.0754,0.0412,0.0282,0.0274,0.9823,0.5953,4395.363178305617
1526,2017-08-19 07:00:00,71.29426,88.95581,13.0,10.0,819.109,11.9,0.1067,0.0758,0.0403,0.0284,0.0281,0.9659,0.5983,4764.504288369076
1527,2017-08-19 07:30:00,65.54406,93.81665,11.0,9.0,819.171,11.8,0.1068,0.0754,0.0401,0.0287,0.0292,0.9811,0.5952,4980.367229007979
1528,2017-08-19 08:30:00,54.18722,104.52161,11.0,8.0,818.976,11.9,0.0949,0.0675,0.0353,0.0281,0.0277,0.9522,0.6199,5238.428754698142
1529,2017-08-19 09:30:00,43.44732,117.8101,13.0,9.0,818.693,11.9,0.1097,0.0789,0.0407,0.0321,0.0322,0.9989,0.5216,5336.68738124933
1530,2017-08-19 10:00:00,38.55935,126.13095,33.0,23.0,818.428,12.1,0.1152,0.0816,0.0453,0.0335,0.033,0.9865,0.5475,5359.150372184491
1531,2017-08-19 12:00:00,27.23464,177.75932,28.0,19.0,817.53,13.5,0.1188,0.0847,0.0441,0.0346,0.0323,0.9835,0.5903,5415.490623807942
1532,2017-08-20 07:00:00,71.45169,89.26739,40.0,25.0,818.742,14.9,0.1463,0.102,0.0539,0.0372,0.0355,0.946,0.5473,4642.103591750049
1533,2017-08-20 08:00:00,59.98662,99.29222,14.0,10.0,819.007,14.3,0.1465,0.1013,0.0546,0.0373,0.0357,0.9834,0.5828,5035.552506222528
1534,2017-08-20 08:30:00,54.35681,104.8774,12.0,9.0,819.079,14.7,0.13,0.0907,0.0482,0.0355,0.0339,0.9975,0.6017,5170.357197446756
1535,2017-08-20 09:00:00,48.87945,111.09467,13.0,9.0,819.128,14.7,0.1229,0.0849,0.0443,0.0334,0.0321,0.985,0.6023,5253.577083204587
1536,2017-08-20 10:30:00,34.46121,136.49166,24.0,17.0,819.578,12.7,0.1311,0.0913,0.0473,0.0346,0.0373,0.995,0.5299,5362.240016779301
1537,2017-08-21 07:00:00,71.61002,89.58238,11.0,9.0,819.484,16.2,0.1078,0.074,0.0384,0.0284,0.0294,0.9979,0.5859,4745.300116132352
1538,2017-08-21 07:30:00,65.86205,94.46744,12.0,9.0,819.508,16.5,0.1065,0.0722,0.0369,0.0285,0.0287,0.9883,0.5943,4970.366867263955
1539,2017-08-21 08:30:00,54.528,105.2363,12.0,9.0,819.836,16.8,0.1056,0.0726,0.0381,0.0297,0.0297,0.9313,0.5955,5222.275339690616
1540,2017-08-21 09:00:00,49.06223,111.47242,13.0,9.0,819.968,16.6,0.1019,0.0692,0.0361,0.0286,0.0309,0.9274,0.6141,5294.712832399165
1541,2017-08-21 13:30:00,33.79487,220.30921,25.0,18.0,821.073,21.2,0.2378,0.165,0.0953,0.068,0.0643,0.9834,0.5847,5246.109970098054
1542,2017-08-21 18:00:00,81.72559,278.53316,53.0,30.0,821.624,19.0,0.2871,0.2099,0.1282,0.0961,0.0881,0.9743,0.6336,3298.442880674327
1543,2017-08-22 06:00:00,83.17871,80.47915,14.0,11.0,824.809,17.2,0.2045,0.1486,0.0838,0.0576,0.0514,0.9709,0.6071,3172.903520327142
1544,2017-08-22 07:00:00,71.76921,89.90069,15.0,11.0,825.082,16.9,0.2216,0.1549,0.0858,0.0574,0.0524,0.9833,0.5905,4446.1617009215615
1545,2017-08-22 07:30:00,66.02265,94.79774,15.0,11.0,825.071,16.3,0.2142,0.1483,0.0822,0.0547,0.0512,0.9844,0.5855,4730.390477499064
1546,2017-08-22 08:00:00,60.31523,99.97884,16.0,11.0,825.108,16.0,0.2118,0.1472,0.0816,0.0556,0.0527,0.9906,0.5917,4908.95988565709
1547,2017-08-22 09:00:00,49.2469,111.85289,15.0,10.0,825.199,16.8,0.229,0.1596,0.0889,0.0573,0.0561,0.9985,0.5772,5099.339706448736
1548,2017-08-22 09:30:00,44.04476,118.99819,17.0,11.0,825.143,16.7,0.239,0.1633,0.0916,0.0658,0.0576,0.9959,0.5905,5146.797529717544
1549,2017-08-22 10:00:00,39.22228,127.35731,10.0,8.0,824.945,16.5,0.2526,0.1764,0.0972,0.0665,0.0608,0.9924,0.554,5183.033544691729
1550,2017-08-23 09:30:00,44.24839,119.39872,17.0,12.0,821.463,18.0,0.1863,0.1285,0.0692,0.0478,0.0483,0.9856,0.5797,5221.161958591285
1551,2017-08-23 10:30:00,35.21488,137.71166,32.0,18.0,821.124,17.2,0.1817,0.1326,0.0806,0.065,0.064,0.9773,0.6456,5328.318633433742
1552,2017-08-23 11:30:00,29.48528,163.27883,30.0,21.0,820.606,18.1,0.2232,0.1667,0.1059,0.087,0.0879,0.9864,0.6781,5322.948235534658
1553,2017-08-25 07:00:00,72.25183,90.87447,9.0,7.0,818.263,16.1,0.0446,0.031,0.0143,0.0132,0.0172,1.0,0.5338,4894.892445550851
1554,2017-08-25 07:30:00,66.51073,95.80685,10.0,8.0,818.332,15.6,0.0445,0.0311,0.0139,0.0139,0.0173,0.9999,0.5725,5101.162753750684
1555,2017-08-25 08:30:00,55.22849,106.70023,11.0,8.0,818.655,14.6,0.0513,0.0345,0.0169,0.0167,0.0185,0.9878,0.615,5308.378135203487
1556,2017-08-25 09:30:00,44.66233,120.20547,10.0,7.0,818.968,15.5,0.0524,0.0365,0.0179,0.0175,0.0219,0.9999,0.6669,5416.478269631647
1557,2017-08-25 10:30:00,35.73155,138.52725,15.0,9.0,818.89,14.6,0.0582,0.0415,0.0209,0.0203,0.0237,0.9886,0.5912,5456.828020606585
1558,2017-08-25 12:00:00,29.25345,178.66381,33.0,24.0,818.683,15.9,0.091,0.0622,0.0333,0.0293,0.0331,0.973,0.6502,5443.791912277029
1559,2017-08-26 07:00:00,72.41434,91.20497,12.0,9.0,822.319,15.2,0.1325,0.0907,0.0483,0.0347,0.0342,0.992,0.5603,4629.213707950132
1560,2017-08-26 07:30:00,66.67548,96.14891,11.0,9.0,822.426,15.0,0.146,0.1005,0.0534,0.0375,0.0353,0.9932,0.5426,4835.88474275846
1561,2017-08-26 08:00:00,60.98792,101.38703,12.0,9.0,822.428,14.6,0.1244,0.0858,0.046,0.0333,0.033,0.9948,0.5876,5049.166796045237
1562,2017-08-26 08:30:00,55.40753,107.07258,12.0,9.0,822.669,13.6,0.1317,0.0927,0.0498,0.0362,0.036,0.9612,0.6078,5144.180774402661
1563,2017-08-26 09:00:00,50.00445,113.39885,16.0,10.0,822.793,13.3,0.1422,0.0982,0.0544,0.039,0.0364,0.9781,0.6082,5203.671971933265
1564,2017-08-27 08:00:00,61.15929,101.7456,20.0,14.0,826.75,19.4,0.2316,0.1642,0.0923,0.0617,0.055,0.9936,0.5738,4855.158127657822
1565,2017-08-27 08:30:00,55.58813,107.44718,17.0,12.0,826.76,18.6,0.2101,0.1487,0.0826,0.0564,0.0517,0.9922,0.5175,5017.114787348191
1566,2017-08-27 09:30:00,45.0851,121.01858,15.0,9.0,826.66,17.8,0.2314,0.1652,0.0921,0.0615,0.055,0.9739,0.616,5140.562533921877
1567,2017-08-27 10:00:00,40.37846,129.42796,10.0,7.0,826.607,16.6,0.2398,0.1717,0.0963,0.065,0.0564,0.987,0.6011,5178.840944988455
1568,2017-08-27 10:30:00,36.2593,139.34273,11.0,7.0,826.347,16.2,0.2227,0.1593,0.0877,0.0621,0.0544,0.9364,0.605,5235.598774585609
1569,2017-08-27 12:30:00,30.5921,193.60788,9.0,7.0,824.779,16.6,0.2079,0.1488,0.0819,0.0574,0.0543,0.9912,0.6302,5292.411173056038
1570,2017-08-27 14:00:00,39.81268,229.23831,9.0,7.0,824.063,18.8,0.2831,0.2023,0.1135,0.0753,0.0658,0.961,0.6206,5122.16391556831
1571,2017-08-27 15:00:00,49.53041,245.18314,13.0,9.0,823.601,18.7,0.2771,0.198,0.1108,0.0731,0.0635,0.9968,0.603,5003.602238456713
1572,2017-08-27 15:30:00,54.89487,251.62262,14.0,10.0,823.495,18.7,0.3181,0.2256,0.1257,0.0828,0.0704,0.9976,0.5981,4846.618133502184
1573,2017-08-27 16:00:00,60.45253,257.39103,15.0,11.0,823.313,19.3,0.3076,0.2178,0.1223,0.0816,0.0682,0.912,0.6307,4729.895811107452
1574,2017-08-27 16:30:00,66.13025,262.68655,17.0,12.0,823.238,20.4,0.3243,0.231,0.13,0.0853,0.0721,1.0,0.6126,4505.639434056055
1575,2017-08-27 17:00:00,71.87033,267.6665,14.0,10.0,823.197,20.0,0.3243,0.2315,0.1308,0.0858,0.0725,0.9678,0.6037,4207.239070489283
1576,2017-08-27 17:30:00,77.62199,272.45895,17.0,11.0,823.255,19.3,0.3133,0.2253,0.1274,0.0835,0.0704,0.9569,0.5964,3744.524609931456
1577,2017-08-27 18:00:00,83.32655,277.17269,21.0,12.0,823.557,18.7,0.3143,0.2311,0.1329,0.0876,0.0721,0.9335,0.6084,2792.3312645600363
1578,2017-08-28 06:00:00,84.16457,82.35583,11.0,9.0,824.079,15.3,0.1628,0.1237,0.0706,0.0492,0.0427,0.9522,0.623,3074.6540355271222
1579,2017-08-28 07:00:00,72.74177,91.87418,15.0,11.0,823.93,15.1,0.1856,0.1338,0.0748,0.0505,0.0453,0.9962,0.5701,4468.441126149404
1580,2017-08-28 07:30:00,67.00808,96.8408,15.0,11.0,823.976,14.7,0.193,0.1386,0.0772,0.0523,0.0475,0.9438,0.5875,4730.222383678211
1581,2017-08-28 08:00:00,61.33195,102.10651,15.0,11.0,823.936,14.7,0.1901,0.1371,0.0758,0.0525,0.0472,1.0,0.5908,4918.075521485529
1582,2017-08-28 08:30:00,55.77031,107.82388,16.0,11.0,823.977,14.2,0.1964,0.141,0.0786,0.0532,0.0484,0.9911,0.6026,5027.497830205406
1583,2017-08-28 09:00:00,50.39452,114.18399,17.0,11.0,823.932,14.5,0.1938,0.1376,0.0765,0.0532,0.047,0.995,0.6162,5123.765777675581
1584,2017-08-28 10:30:00,36.52726,139.74991,12.0,7.0,823.549,13.9,0.1696,0.1218,0.0687,0.0477,0.0455,0.9509,0.6289,5294.450171364264
1585,2017-08-28 11:00:00,33.26664,151.38176,11.0,7.0,823.312,14.2,0.1662,0.118,0.0669,0.0504,0.0463,0.9436,0.651,5317.63034502743
1586,2017-08-28 11:30:00,31.11029,164.69468,10.0,7.0,823.044,14.4,0.1666,0.1201,0.0672,0.048,0.0439,0.9753,0.6113,5332.498657329401
1587,2017-08-28 12:00:00,30.30289,179.12573,9.0,6.0,822.787,14.1,0.1945,0.1402,0.0792,0.058,0.0538,0.9799,0.6113,5302.625141510177
1588,2017-08-28 12:30:00,30.95305,193.62106,8.0,6.0,822.672,14.4,0.2336,0.1686,0.096,0.0684,0.0607,0.9053,0.6349,5248.915020453571
1589,2017-08-28 13:00:00,32.97288,207.09475,10.0,7.0,822.468,16.6,0.266,0.1925,0.1111,0.078,0.0686,0.9999,0.577,5197.2182654735
1590,2017-08-28 13:30:00,36.1276,218.92032,11.0,7.0,822.203,15.7,0.3001,0.2197,0.1257,0.0885,0.0769,0.8609,0.6055,5139.308498483399
1591,2017-08-28 14:00:00,40.1414,229.00542,11.0,7.0,821.797,17.1,0.2829,0.2074,0.1204,0.0831,0.07,1.0,0.5129,5118.673139964361
1592,2017-08-28 14:30:00,44.77174,237.56878,11.0,7.0,821.489,17.2,0.2505,0.1828,0.1036,0.0733,0.0629,0.994,0.6288,5110.135824438482
1593,2017-08-28 15:30:00,55.18705,251.36335,15.0,11.0,821.208,14.7,0.294,0.2133,0.1222,0.0819,0.0678,0.9312,0.6073,4871.4653420357545
1594,2017-08-28 16:30:00,66.411,262.43824,20.0,13.0,821.102,15.3,0.3173,0.2306,0.1311,0.086,0.0705,1.0,0.599,4488.465667094697
1595,2017-08-29 06:30:00,78.64641,87.41129,22.0,13.0,821.843,14.2,0.3006,0.22,0.1237,0.0773,0.062,0.9951,0.595,3630.794110927339
1596,2017-08-29 07:00:00,72.90669,92.21264,20.0,12.0,822.025,14.6,0.3346,0.2423,0.136,0.086,0.0693,0.9889,0.5608,4091.2973137291256
1597,2017-08-30 07:00:00,73.07242,92.55351,24.0,13.0,821.42,14.8,0.3898,0.285,0.1619,0.1006,0.0801,0.96,0.599,3968.393626967733
1598,2017-08-30 07:30:00,67.3448,97.54221,24.0,14.0,821.583,15.4,0.3888,0.2833,0.1599,0.1006,0.0809,0.9996,0.5765,4313.739358235604
1599,2017-08-30 08:30:00,56.1394,108.58296,20.0,14.0,821.626,15.8,0.3769,0.2739,0.1553,0.0992,0.0809,0.9544,0.578,4726.708695516538
1600,2017-08-30 09:00:00,50.79212,114.97542,25.0,15.0,821.407,15.0,0.3688,0.2679,0.1515,0.097,0.0771,0.9698,0.5854,4850.64989602844
1601,2017-08-30 09:30:00,45.73576,122.24689,20.0,10.0,821.313,15.2,0.348,0.2528,0.142,0.091,0.0762,0.9538,0.595,4959.674951266136
1602,2017-08-30 10:00:00,41.10224,130.67758,21.0,10.0,821.189,15.0,0.3503,0.2529,0.1418,0.0902,0.0735,0.9826,0.6025,5014.28883814296
1603,2017-08-30 11:30:00,31.77956,165.25344,28.0,18.0,820.84,15.8,0.3837,0.2793,0.158,0.1007,0.0797,0.9996,0.6048,5058.207467639175
1604,2017-08-30 12:00:00,31.01581,179.43442,17.0,11.0,820.203,16.2,0.3644,0.2631,0.1466,0.0956,0.0781,0.9534,0.5953,5086.024996642776
1605,2017-08-30 12:30:00,31.68305,193.65327,22.0,14.0,820.092,17.9,0.3712,0.2657,0.1512,0.1004,0.0819,0.9997,0.5507,5080.210677429229
1606,2017-09-01 12:00:00,31.73856,179.74224,19.0,13.0,821.367,18.9,0.3746,0.2721,0.1525,0.0938,0.079,0.9965,0.5242,5074.165843710215
1607,2017-09-01 12:30:00,32.42317,193.69221,20.0,12.0,821.367,17.7,0.5061,0.3687,0.2082,0.1239,0.0996,0.9889,0.5617,4909.178813447627
1608,2017-09-01 13:00:00,34.42727,206.70003,17.0,10.0,821.201,17.0,0.434,0.3154,0.1756,0.1072,0.0874,1.0,0.5587,4982.181631984514
1609,2017-09-01 13:30:00,37.53459,218.20437,16.0,9.0,821.055,17.7,0.4103,0.2977,0.1669,0.1033,0.0838,0.9974,0.5954,4973.521146463337
1610,2017-09-01 14:00:00,41.48928,228.10349,16.0,8.0,820.882,17.7,0.4739,0.3433,0.1893,0.1123,0.0894,0.9999,0.5484,4839.247171195696
1611,2017-09-01 14:30:00,46.06211,236.57627,17.0,7.0,820.898,17.4,0.482,0.3447,0.1881,0.1106,0.0879,0.991,0.588,4751.751852312902
1612,2017-09-01 15:00:00,51.07315,243.89733,20.0,9.0,820.841,17.0,0.5115,0.3639,0.1986,0.1185,0.0929,0.986,0.5875,4618.0971052789
1613,2017-09-01 15:30:00,56.38882,250.3365,20.0,10.0,820.779,18.0,0.4864,0.3451,0.188,0.111,0.0873,0.9842,0.5828,4521.87738110012
1614,2017-09-01 16:00:00,61.91081,256.12394,23.0,11.0,820.894,18.4,0.491,0.3479,0.1888,0.1121,0.0884,0.9954,0.5816,4332.415941172042
1615,2017-09-01 16:30:00,67.56502,261.44677,26.0,10.0,820.958,17.4,0.5417,0.3842,0.2084,0.1229,0.0954,0.9646,0.5258,3984.012442152097
1616,2017-09-01 17:00:00,73.29229,266.45652,35.0,12.0,820.976,16.9,0.5516,0.3912,0.2114,0.124,0.0952,0.9588,0.5514,3572.2625664990464
1617,2017-09-01 17:30:00,79.03925,271.27863,47.0,20.0,821.165,17.6,0.5611,0.3989,0.2159,0.1265,0.0968,0.9501,0.5704,2913.6950196469543
1618,2017-09-02 06:30:00,79.31093,88.75466,21.0,11.0,824.44,14.9,0.3827,0.268,0.1412,0.0834,0.0658,0.9911,0.5638,3269.1289442406246
1619,2017-09-02 07:30:00,67.85777,98.60987,18.0,12.0,824.804,14.5,0.3916,0.2708,0.1413,0.0818,0.0658,0.9861,0.5388,4223.4412183722125
1620,2017-09-02 08:30:00,56.705,109.73341,16.0,11.0,825.053,14.0,0.3258,0.2266,0.1182,0.0699,0.0583,0.9549,0.5681,4751.356397604359
1621,2017-09-02 09:30:00,46.40614,123.48103,14.0,8.0,824.984,13.3,0.3486,0.2414,0.1276,0.0744,0.0621,0.9078,0.5644,4915.54028815404
1622,2017-09-02 10:00:00,41.84805,131.92594,18.0,9.0,825.149,12.6,0.4,0.2777,0.1456,0.0859,0.07,0.9416,0.5503,4908.695099650624
1623,2017-09-02 10:30:00,37.90658,141.77209,10.0,7.0,825.07,13.8,0.3735,0.2596,0.136,0.081,0.0661,0.9355,0.565,4976.903094655099
1624,2017-09-02 11:00:00,34.80761,153.19037,10.0,7.0,824.875,13.7,0.3598,0.2491,0.13,0.077,0.0641,0.9252,0.5476,5020.523913207452
1625,2017-09-02 11:30:00,32.80236,166.07936,8.0,6.0,824.549,13.8,0.3796,0.2626,0.1373,0.0816,0.0669,0.9746,0.5573,5020.603647324457
1626,2017-09-02 12:00:00,32.10341,179.89544,10.0,7.0,824.279,14.2,0.3954,0.2783,0.1412,0.087,0.0722,0.9981,0.5656,5004.166356484868
1627,2017-09-02 12:30:00,32.79676,193.71381,8.0,6.0,824.009,14.3,0.3794,0.2642,0.1383,0.0804,0.0668,0.9954,0.5706,5020.923765801083
1628,2017-09-02 13:00:00,34.79746,206.60849,11.0,7.0,823.791,15.5,0.3777,0.2623,0.1383,0.0823,0.0659,0.998,0.5495,5005.281465031128
1629,2017-09-02 13:30:00,37.89352,218.03341,11.0,7.0,823.401,15.2,0.4687,0.3263,0.1736,0.102,0.0808,0.9321,0.5563,4859.549957838097
1630,2017-09-02 14:00:00,41.83387,227.8852,12.0,7.0,823.082,16.0,0.4416,0.3072,0.1627,0.096,0.0782,0.8576,0.5548,4848.464937921589
1631,2017-09-02 14:30:00,46.39252,236.3338,13.0,7.0,822.783,15.8,0.4397,0.3082,0.1623,0.0994,0.0782,0.9766,0.5911,4779.807135101347
1632,2017-09-02 15:00:00,51.39118,243.64504,15.0,8.0,822.614,15.7,0.4629,0.3229,0.1706,0.1002,0.0793,0.9912,0.5813,4655.555842645157
1633,2017-09-02 15:30:00,56.69691,250.08246,18.0,10.0,822.547,17.3,0.5024,0.3522,0.1881,0.1099,0.087,0.8451,0.5679,4471.114184065693
1634,2017-09-02 16:30:00,67.86068,261.19948,23.0,11.0,822.391,18.1,0.5162,0.3598,0.1905,0.1115,0.0871,0.973,0.5485,4000.803455212559
1635,2017-09-02 17:00:00,73.58502,266.21427,27.0,11.0,822.356,17.7,0.5009,0.3491,0.1854,0.109,0.0852,0.9668,0.5285,3643.4216639542583
1636,2017-09-02 17:30:00,79.33057,271.04155,43.0,18.0,822.406,18.5,0.4968,0.3477,0.1854,0.1093,0.0844,0.9783,0.5579,3004.9905525895697
1637,2017-09-03 06:30:00,79.47856,89.096,17.0,10.0,823.029,11.8,0.2767,0.1956,0.1035,0.0622,0.05,0.9914,0.5672,3542.983895110634
1638,2017-09-03 07:00:00,73.74352,93.93856,15.0,10.0,823.052,11.5,0.2652,0.1873,0.099,0.0592,0.0491,0.992,0.5317,4144.2016123524245
1639,2017-09-03 07:30:00,68.0309,98.96936,15.0,11.0,823.103,11.1,0.2487,0.1749,0.0923,0.0561,0.0466,0.9641,0.5635,4521.882327953335
1640,2017-09-03 08:00:00,62.39531,104.3131,17.0,12.0,823.199,11.0,0.2273,0.1602,0.085,0.052,0.0444,0.9968,0.5288,4774.879976763138
1641,2017-09-03 08:30:00,56.89677,110.11942,14.0,10.0,823.123,10.6,0.1942,0.1366,0.0728,0.0454,0.0395,0.9883,0.5741,4976.5212394909
1642,2017-09-03 10:00:00,42.10148,132.34084,13.0,8.0,822.895,8.7,0.2374,0.1696,0.0905,0.0557,0.047,0.9933,0.5707,5128.770914496601
1643,2017-09-03 10:30:00,38.19012,142.17238,11.0,8.0,822.678,9.9,0.2182,0.1556,0.0846,0.0538,0.0445,0.9995,0.4346,5189.040809665248
1644,2017-09-03 11:00:00,35.12347,153.54598,14.0,10.0,822.419,9.7,0.2248,0.1609,0.0867,0.058,0.0437,0.9496,0.6273,5206.195029879981
1645,2017-09-03 11:30:00,33.14806,166.35079,9.0,7.0,822.157,10.4,0.2423,0.1731,0.0962,0.0641,0.0459,0.8707,0.6014,5196.5392709331
1646,2017-09-03 12:00:00,32.47046,180.04795,11.0,8.0,821.775,10.6,0.2318,0.1663,0.0906,0.0593,0.0467,0.9869,0.5623,5212.437620397912
1647,2017-09-03 12:30:00,33.17258,193.7366,9.0,7.0,821.615,10.6,0.2403,0.1734,0.0948,0.0605,0.0436,0.877,0.6208,5198.914422078354
1648,2017-09-03 13:00:00,35.17004,206.51953,10.0,7.0,821.45,11.6,0.2267,0.1621,0.0882,0.0585,0.0408,0.9926,0.5849,5197.199627758829
1649,2017-09-03 13:30:00,38.25508,217.86546,12.0,8.0,821.31,11.6,0.2348,0.1675,0.0915,0.0608,0.0439,0.9167,0.6238,5164.197554680036
1650,2017-09-03 14:00:00,42.18125,227.66967,12.0,8.0,821.12,12.1,0.2426,0.1718,0.0924,0.0623,0.0444,0.9645,0.5935,5113.931546251091
1651,2017-09-03 14:30:00,46.72579,236.09355,16.0,10.0,820.941,11.3,0.2388,0.1706,0.0925,0.0601,0.0425,0.9959,0.5823,5063.732728883108
1652,2017-09-03 15:00:00,51.71208,243.39439,16.0,11.0,820.906,10.2,0.2741,0.1945,0.105,0.0684,0.0504,0.9989,0.5835,4937.9433647363685
1653,2017-09-03 15:30:00,57.00783,249.82952,15.0,11.0,820.883,10.1,0.2816,0.2008,0.1099,0.0706,0.0534,0.9833,0.587,4817.552881216145
1654,2017-09-03 16:30:00,68.15897,260.95246,15.0,11.0,820.767,11.9,0.2862,0.2032,0.1112,0.0712,0.0565,0.9149,0.5905,4440.303488695343
1655,2017-09-04 08:00:00,62.57721,104.68636,39.0,17.0,822.534,12.9,0.6557,0.4704,0.2514,0.1408,0.1041,0.9842,0.5435,4012.9571298584015
1656,2017-09-04 08:30:00,57.09017,110.50641,23.0,14.0,822.328,12.2,0.4778,0.3394,0.1808,0.1039,0.0809,1.0,0.5228,4490.380145720984
1657,2017-09-04 09:00:00,51.81936,116.97242,31.0,15.0,822.049,12.1,0.4621,0.3283,0.1761,0.1006,0.0796,0.8887,0.584,4642.547036431616
1658,2017-09-04 09:30:00,46.86398,124.3045,28.0,11.0,821.916,11.5,0.5238,0.3753,0.2004,0.1135,0.0877,0.9999,0.5323,4655.969851695516
1659,2017-09-04 10:30:00,38.47614,142.57083,38.0,23.0,821.576,12.4,0.547,0.3919,0.2101,0.118,0.0895,0.9917,0.5809,4752.23785424973
1660,2017-09-06 06:30:00,79.98519,90.13122,50.0,30.0,824.311,12.2,0.5792,0.4494,0.2698,0.1647,0.1259,0.9679,0.6297,2797.1074801791465
1661,2017-09-06 07:00:00,74.25578,94.99641,48.0,22.0,824.293,12.2,0.5399,0.4185,0.2518,0.1551,0.1202,0.9969,0.6005,3602.0504673999394
1662,2017-09-06 07:30:00,68.55696,100.05672,40.0,17.0,824.059,12.0,0.4684,0.3616,0.2168,0.1346,0.1071,0.9687,0.5683,4141.824010247489
1663,2017-09-06 08:00:00,62.94518,105.43626,35.0,17.0,823.937,11.0,0.4201,0.3238,0.1925,0.1193,0.0959,0.9969,0.6347,4485.848038781446
1664,2017-09-06 08:30:00,57.48195,111.28273,28.0,16.0,824.017,11.0,0.3975,0.306,0.1829,0.1135,0.0927,0.9995,0.5567,4694.223841947753
1665,2017-09-06 09:30:00,47.33053,125.12675,27.0,12.0,823.87,10.7,0.3607,0.2784,0.167,0.1032,0.0875,0.9991,0.5756,4958.512006235033
1666,2017-09-06 10:00:00,42.87601,133.57913,33.0,12.0,823.791,11.0,0.3877,0.2992,0.1815,0.1155,0.0915,0.9596,0.6429,4991.657764205707
1667,2017-09-06 10:30:00,39.0555,143.36147,35.0,11.0,823.456,11.9,0.4691,0.3726,0.2312,0.1431,0.1138,0.9982,0.6426,4946.923924301338
1668,2017-09-06 14:30:00,47.74148,235.38577,53.0,18.0,820.753,14.1,0.6331,0.5064,0.3163,0.1966,0.1505,0.9917,0.591,4638.397342982226
1669,2017-09-06 15:00:00,52.69068,242.65204,56.0,20.0,820.71,13.8,0.6674,0.533,0.3339,0.2071,0.1593,0.9738,0.607,4489.037131877079
1670,2017-09-06 15:30:00,57.95614,249.07724,60.0,23.0,820.542,14.8,0.6863,0.5451,0.3384,0.2117,0.1636,0.9745,0.6093,4302.008165238476
1671,2017-09-06 16:30:00,69.06824,260.21308,64.0,30.0,820.412,16.1,0.7041,0.5478,0.3333,0.2073,0.1604,0.9658,0.5987,3742.389588087477
1672,2017-09-06 17:00:00,74.77962,265.24491,62.0,36.0,820.476,14.9,0.7877,0.6116,0.3695,0.2266,0.1728,0.9411,0.6009,3120.488149011551
1673,2017-09-08 09:30:00,47.8058,125.9463,77.0,46.0,821.056,14.1,0.9775,0.7644,0.4557,0.2662,0.1966,0.9961,0.6086,4196.448881253545
1674,2017-09-08 17:30:00,81.12246,269.61271,99.0,91.0,818.914,17.3,0.4168,0.3241,0.1948,0.1231,0.0977,0.9399,0.638,2984.090433382232
