date,cct
2015-08-17 10:00:00,5024.2591959177425
2015-08-17 10:30:00,5038.515936739503
2015-08-17 11:00:00,5023.710462577611
2015-08-18 06:00:00,3263.625193711807
2015-08-18 06:30:00,4052.936872037027
2015-08-18 07:00:00,4469.347018783632
2015-08-18 08:30:00,4964.6695942846045
2015-08-18 13:00:00,5077.85510090606
2015-08-19 13:30:00,5242.514821173163
2015-08-19 14:00:00,5196.47040196317
2015-08-19 14:30:00,5120.995398298443
2015-08-19 15:30:00,4988.096626543531
2015-08-19 16:00:00,4867.378845244177
2015-08-20 06:30:00,3263.2938352490064
2015-08-20 07:00:00,3813.0394167550753
2015-08-20 11:00:00,4951.3804274844815
2015-08-20 11:30:00,4845.75277038801
2015-08-20 12:00:00,4809.827092082193
2015-08-20 12:30:00,4805.867730949787
2015-08-20 13:00:00,4793.8818531449615
2015-08-20 16:30:00,3961.403586327226
2015-08-20 17:00:00,3545.795536072302
2015-08-21 08:00:00,4592.285157233221
2015-08-21 08:30:00,4623.888289054837
2015-08-21 09:00:00,4687.777084256579
2015-08-21 09:30:00,4740.2846733969045
2015-08-21 10:00:00,4788.566831215118
2015-08-21 11:00:00,4884.7184470091825
2015-08-21 12:30:00,4864.846978395383
2015-08-23 07:00:00,3710.5783458043347
2015-08-23 07:30:00,4110.148662692075
2015-08-23 08:30:00,4593.705062815172
2015-08-23 10:00:00,4916.934793330372
2015-08-23 11:00:00,5040.985878094897
2015-08-23 12:00:00,5074.422349904037
2015-08-23 13:30:00,4949.920964581258
2015-08-23 14:00:00,4879.256747771033
2015-08-23 14:30:00,4778.936641644145
2015-08-24 06:30:00,3262.607489507978
2015-08-24 07:00:00,3824.1092409849266
2015-08-24 08:00:00,4443.218461608675
2015-08-24 08:30:00,4683.754671499661
2015-08-24 09:00:00,4800.7887825034295
2015-08-24 09:30:00,4923.068854184609
2015-08-24 11:00:00,5069.845129052181
2015-08-24 12:00:00,5062.461139672335
2015-08-24 13:00:00,5095.051606314433
2015-08-25 06:00:00,2632.2402676372053
2015-08-25 06:30:00,3615.150584320755
2015-08-25 10:00:00,5077.02752721168
2015-08-25 11:30:00,5121.374784341948
2015-08-25 12:00:00,5116.79510172691
2015-08-25 12:30:00,5196.1343461144115
2015-08-25 14:30:00,4986.837915156585
2015-08-26 09:30:00,5195.082536123348
2015-08-28 06:00:00,2999.446846380883
2015-08-28 06:30:00,3800.7897282568356
2015-08-28 14:30:00,4756.021686311392
2015-08-29 06:30:00,3189.8131466127725
2015-08-29 07:30:00,4162.690798148096
2015-08-29 16:00:00,4361.64319314648
2015-08-30 08:30:00,5232.8412897586995
2015-08-30 13:30:00,5310.090319316017
2015-08-30 14:30:00,5251.930741738363
2015-08-30 15:00:00,5184.6664086495975
2015-08-30 15:30:00,5115.1490453103725
2015-09-01 06:30:00,4410.0892430532285
2015-09-01 08:00:00,5144.751947807188
2015-09-01 09:30:00,5376.007901494777
2015-09-08 06:30:00,4025.793995312362
2015-09-08 07:30:00,4758.71659080439
2015-09-08 08:30:00,5083.332560578388
2015-09-08 09:00:00,5165.820153963624
2015-09-08 09:30:00,5240.866466124662
2015-09-08 10:00:00,5274.786441928805
2015-09-08 10:30:00,5318.133266331413
2015-09-08 11:30:00,5331.087035844612
2015-09-08 12:00:00,5327.663254078896
2015-09-08 12:30:00,5329.496193688779
2015-09-08 13:00:00,5309.617915886651
2015-09-08 14:00:00,5237.625313061419
2015-09-08 14:30:00,5184.799032125371
2015-09-08 15:30:00,5024.267287689755
2015-09-08 16:00:00,4877.714126635291
2015-09-09 06:30:00,4268.889168466851
2015-09-09 07:00:00,4733.90598890166
2015-09-09 08:30:00,5220.46865361687
2015-09-09 09:00:00,5291.772958477041
2015-09-09 10:00:00,5380.197479677913
2015-09-09 10:30:00,5386.046423059892
2015-09-09 11:00:00,5397.033643645066
2015-09-09 11:30:00,5395.348247281038
2015-09-09 12:00:00,5379.779676145738
2015-09-09 12:30:00,5367.37459719108
2015-09-09 13:00:00,5353.144551589753
2015-09-09 13:30:00,5338.109727414447
2015-09-09 14:30:00,5244.278852384258
2015-09-09 15:00:00,5154.209313282641
2015-09-10 06:30:00,4320.60287495759
2015-09-10 07:00:00,4777.081695169645
2015-09-10 07:30:00,5025.867894956979
2015-09-10 08:00:00,5179.206795790455
2015-09-10 09:30:00,5391.18122729549
2015-09-10 10:00:00,5390.626835373752
2015-09-10 13:00:00,5468.1690132887325
2015-09-10 13:30:00,5446.478164088838
2015-09-10 14:00:00,5424.190396256684
2015-09-10 14:30:00,5365.58841159494
2015-09-10 15:30:00,5262.335206737099
2015-09-10 16:00:00,5151.951811908136
2015-09-11 06:30:00,3958.5652051591132
2015-09-11 07:00:00,4466.85733724611
2015-09-11 10:00:00,5332.3248976120485
2015-09-11 10:30:00,5362.416976560709
2015-09-11 11:30:00,5343.481489987257
2015-09-11 12:30:00,5315.52950543454
2015-09-11 13:00:00,5266.295058256053
2015-09-11 13:30:00,5185.329796407706
2015-09-11 14:30:00,5130.000908639079
2015-09-11 15:30:00,4988.814746288568
2015-09-11 16:00:00,4917.0863306108795
2015-09-12 06:30:00,4183.209295993485
2015-09-12 07:00:00,4683.417261927396
2015-09-12 07:30:00,4952.201428687682
2015-09-12 08:00:00,5109.675441036297
2015-09-12 09:00:00,5291.9001871999335
2015-09-12 09:30:00,5291.232312867379
2015-09-12 10:00:00,5294.371979772702
2015-09-12 10:30:00,5343.442205293031
2015-09-12 13:00:00,5396.191844829408
2015-09-12 13:30:00,5338.7459588815445
2015-09-12 14:00:00,5321.654644014889
2015-09-12 14:30:00,5278.530099826682
2015-09-12 15:00:00,5223.247757968889
2015-09-12 15:30:00,5118.02270888909
2015-09-12 16:00:00,4976.91144788742
2015-09-13 06:30:00,4054.1631281170803
2015-09-13 08:30:00,5134.2667182470705
2015-09-13 09:00:00,5175.683553341155
2015-09-13 09:30:00,5162.977742563475
2015-09-14 09:00:00,4623.034574134218
2015-09-14 09:30:00,4683.78646592655
2015-09-16 07:00:00,4666.170432062385
2015-09-16 07:30:00,4967.1019898235745
2015-09-16 08:00:00,5135.147122858227
2015-09-16 09:00:00,5320.011800495001
2015-09-17 07:30:00,5020.570985297183
2015-09-17 08:00:00,5186.673924030137
2015-09-17 09:00:00,5354.2858453336075
2015-09-17 11:00:00,5462.35275671229
2015-09-18 11:00:00,5332.678984142018
2015-09-18 11:30:00,5378.5727573355525
2015-09-18 12:00:00,5349.4424937791955
2015-09-18 12:30:00,5370.074813274106
2015-09-18 13:00:00,5325.578695351877
2015-09-18 13:30:00,5314.93747109552
2015-09-19 06:30:00,4073.116524133515
2015-09-19 07:00:00,4651.874244967689
2015-09-19 07:30:00,4957.857793041939
2015-09-19 08:00:00,5137.045022375301
2015-09-19 08:30:00,5241.725220906205
2015-09-19 09:00:00,5322.320561007207
2015-09-19 10:00:00,5414.866435901782
2015-09-19 10:30:00,5435.54765542276
2015-09-19 11:00:00,5451.227508504673
2015-09-19 11:30:00,5455.283694581731
2015-09-19 12:30:00,5446.444667618019
2015-09-19 13:00:00,5424.357450045112
2015-09-19 14:30:00,5290.300242620878
2015-09-19 15:00:00,5222.836365427408
2015-09-19 15:30:00,5107.961219287789
2015-09-19 16:00:00,4960.780575261983
2015-09-20 08:00:00,5144.134625164881
2015-09-20 08:30:00,5257.744720320243
2015-09-20 10:00:00,5427.828548680448
2015-09-20 12:00:00,5474.196876578839
2015-09-20 13:30:00,5425.359552732778
2015-09-20 14:30:00,5342.703647706696
2015-09-20 15:00:00,5274.454602889837
2015-09-20 15:30:00,5178.930857340857
2015-09-20 16:00:00,5028.1793806068945
2015-09-21 07:00:00,4678.9714316678655
2015-09-21 07:30:00,4954.450441640079
2015-09-21 08:00:00,5137.353475293064
2015-09-21 08:30:00,5245.426470598513
2015-09-21 09:00:00,5339.4326677893405
2015-09-21 10:00:00,5427.491184698134
2015-09-21 10:30:00,5447.500451550101
2015-09-21 12:00:00,5452.61752584818
2015-09-21 12:30:00,5432.375056532078
2015-09-21 13:00:00,5416.589181349157
2015-09-21 13:30:00,5399.360228694039
2015-09-23 07:30:00,4793.0509208041285
2015-09-23 09:00:00,5180.930470538907
2015-09-23 09:30:00,5249.209757083931
2015-09-23 10:00:00,5284.714137285616
2015-09-23 10:30:00,5320.32120296699
2015-09-23 11:00:00,5355.697641267531
2015-09-23 11:30:00,5380.486696494156
2015-09-23 12:00:00,5378.442812237974
2015-09-23 13:00:00,5345.228741686159
2015-09-23 14:00:00,5287.245675245948
2015-09-23 16:00:00,4861.643541636327
2015-09-24 06:30:00,3738.5895226081316
2015-09-24 07:30:00,4779.641246191177
2015-09-24 08:00:00,4993.2524527991645
2015-09-24 08:30:00,5119.364041393656
2015-09-24 09:00:00,5199.984723106799
2015-09-24 09:30:00,5269.51048270575
2015-09-24 10:00:00,5325.537453494781
2015-09-24 10:30:00,5352.998109765568
2015-09-24 11:00:00,5376.972789747649
2015-09-24 12:00:00,5405.12012737914
2015-09-24 13:00:00,5270.530953879265
2015-09-24 14:00:00,5205.591733936975
2015-09-24 14:30:00,5175.197363502466
2015-09-24 15:00:00,5122.423951024741
2015-09-24 15:30:00,5007.889562119365
2015-09-24 16:00:00,4807.681104132809
2015-09-25 06:30:00,3750.8032957982405
2015-09-25 07:00:00,4437.448688281093
2015-09-25 08:00:00,4999.88205252014
2015-09-25 08:30:00,5129.328497071325
2015-09-25 09:00:00,5220.468826070824
2015-09-25 10:00:00,5331.664194668698
2015-09-25 10:30:00,5359.985615289317
2015-09-25 11:00:00,5377.45879946606
2015-09-25 11:30:00,5359.021988705988
2015-09-25 12:00:00,5365.849149556364
2015-09-25 13:00:00,5330.365640189202
2015-09-25 13:30:00,5241.258116011011
2015-09-25 14:00:00,5165.721735070235
2015-09-25 14:30:00,5162.1469811332445
2015-09-25 15:00:00,5067.369504882083
2015-09-25 15:30:00,4955.359916180915
2015-09-25 16:00:00,4747.845084792504
2015-09-26 06:30:00,3737.781367913031
2015-09-26 07:00:00,4437.183811047589
2015-09-26 07:30:00,4799.285861964114
2015-09-26 08:00:00,5012.741798326217
2015-09-26 08:30:00,5155.364891903966
2015-09-26 09:00:00,5246.980952586562
2015-09-26 10:00:00,5351.767309618682
2015-09-26 10:30:00,5377.612523861957
2015-09-26 11:00:00,5392.530581750848
2015-09-26 11:30:00,5409.452245389251
2015-09-26 12:00:00,5400.285172108454
2015-09-26 12:30:00,5384.74525234224
2015-09-26 13:00:00,5372.026397910301
2015-09-26 13:30:00,5331.510129186485
2015-09-26 14:00:00,5292.580655195392
2015-09-26 14:30:00,5203.236580253286
2015-09-26 15:30:00,4985.365201015695
2015-09-26 16:00:00,4799.044456894549
2015-09-27 06:30:00,3779.5011712592814
2015-09-27 07:00:00,4482.412624520315
2015-09-27 07:30:00,4827.051863203358
2015-09-27 08:00:00,5033.420681461058
2015-09-27 08:30:00,5164.0888593492855
2015-09-27 09:00:00,5247.185048092544
2015-09-27 09:30:00,5302.218685929324
2015-09-27 10:00:00,5344.545312126294
2015-09-27 11:30:00,5394.877999327103
2015-09-27 13:00:00,5353.172231308603
2015-09-27 13:30:00,5306.63093573507
2015-09-29 08:30:00,5098.030133277389
2015-09-29 09:00:00,5183.04034936198
2015-09-29 09:30:00,5270.546976699607
2015-09-29 10:30:00,5307.185892171817
2015-10-05 11:30:00,5255.323264845695
2015-10-07 09:00:00,5223.666496874706
2015-10-07 09:30:00,5307.617999729862
2015-10-07 10:00:00,5353.776595896486
2015-10-07 12:30:00,5400.02494694809
2015-10-07 13:00:00,5341.578184150926
2015-10-07 14:00:00,5185.82400696392
2015-10-07 15:00:00,5019.362897069904
2015-10-07 15:30:00,4822.532216910411
2015-10-08 09:00:00,5226.541655754327
2015-10-08 09:30:00,5301.378011483876
2015-10-08 10:30:00,5388.76450171942
2015-10-08 11:00:00,5412.193241701576
2015-10-08 11:30:00,5414.04006137289
2015-10-08 13:00:00,5341.376826230368
2015-10-08 13:30:00,5297.71064689139
2015-10-08 14:00:00,5221.073898452889
2015-10-08 14:30:00,5103.790641156073
2015-10-09 07:00:00,3696.634978579461
2015-10-09 07:30:00,4328.902587447536
2015-10-09 08:30:00,4841.658210700603
2015-10-09 09:00:00,4989.365543577952
2015-10-09 10:00:00,5152.85773677471
2015-10-11 08:00:00,5022.998368142969
2015-10-11 08:30:00,5168.664458414011
2015-10-12 07:00:00,4297.836199043469
2015-10-12 10:00:00,5364.253884739357
2015-10-12 10:30:00,5388.171200367074
2015-10-12 11:30:00,5405.0439831986505
2015-10-12 13:00:00,5384.03893682957
2015-10-12 14:30:00,5249.967894051106
2015-10-12 15:30:00,4984.2764432880185
2015-10-13 08:00:00,5007.3387624351435
2015-10-13 08:30:00,5154.68075611537
2015-10-13 09:30:00,5200.495042292005
2015-10-13 10:30:00,5308.703298854498
2015-10-13 11:00:00,5321.037127766819
2015-10-13 11:30:00,5369.607580491634
2015-10-13 12:00:00,5355.442683757074
2015-10-13 15:00:00,5122.226968051269
2015-10-14 07:00:00,4245.817576900611
2015-10-14 07:30:00,4726.909594410591
2015-10-14 08:00:00,4981.802441148419
2015-10-14 08:30:00,5134.995416857461
2015-10-14 09:00:00,5234.454502991835
2015-10-14 09:30:00,5292.4027402767915
2015-10-14 10:00:00,5321.678981333514
2015-10-14 11:30:00,5401.411672169874
2015-10-14 13:00:00,5376.561626972119
2015-10-14 13:30:00,5333.201642907414
2015-10-14 14:00:00,5286.022187346784
2015-10-14 15:00:00,5104.551073954842
2015-10-14 15:30:00,4943.266260070908
2015-10-14 16:00:00,4681.680950807575
2015-10-15 09:00:00,5222.382548967035
2015-10-15 12:00:00,5370.292609615314
2015-10-15 12:30:00,5346.944965759679
2015-10-15 15:00:00,4964.058346603343
2015-10-15 15:30:00,4729.398116679301
2015-10-15 16:00:00,4437.0355432004535
2015-10-16 07:00:00,4011.554437021138
2015-10-16 07:30:00,4557.332117813122
2015-10-16 08:30:00,5014.895818869737
2015-10-16 09:00:00,5145.672194129777
2015-10-16 10:00:00,5282.300029672616
2015-10-16 10:30:00,5319.402352355828
2015-10-16 12:00:00,5339.59248413443
2015-10-24 07:30:00,4537.16627783527
2015-10-24 08:00:00,4866.902482073295
2015-10-24 08:30:00,5061.349053933976
2015-10-24 09:00:00,5181.152184211253
2015-10-24 14:30:00,5131.758490352662
2015-10-24 15:00:00,4990.6785544535605
2015-10-24 15:30:00,4789.516451624627
2015-10-24 16:00:00,4438.598412552352
2015-11-02 08:30:00,4990.033658245658
2015-11-02 09:00:00,5121.801361508397
2015-11-02 10:30:00,5279.318852400253
2015-11-02 15:30:00,4636.117374223916
2015-11-02 16:00:00,4195.2834298762
2015-11-03 08:00:00,4749.457783048585
2015-11-03 08:30:00,4971.8070281277705
2015-11-03 09:00:00,5123.576997022003
2015-11-03 16:00:00,4322.063051337351
2015-11-04 08:00:00,4746.4986944152215
2015-11-04 11:00:00,5334.002492559009
2015-11-07 13:30:00,5254.366120038575
2015-11-07 14:00:00,5180.775699629315
2015-11-07 15:30:00,4632.449227067381
2015-11-08 14:00:00,5173.49277010038
2015-11-10 08:00:00,4674.236476382496
2015-11-10 08:30:00,4934.616698992839
2015-11-10 09:30:00,5169.430592798065
2015-11-10 10:00:00,5249.24997446672
2015-11-10 10:30:00,5296.100264314316
2015-11-10 11:00:00,5323.262822341718
2015-11-10 12:30:00,5319.609507531008
2015-11-10 13:00:00,5294.640440499935
2015-11-10 14:00:00,5134.0213032313695
2015-11-10 14:30:00,4918.7655852310145
2015-11-10 15:00:00,4708.19298805708
2015-11-10 15:30:00,4418.200851095965
2015-11-10 16:00:00,3816.239847477953
2015-11-11 10:00:00,5213.576667845775
2015-11-11 10:30:00,5282.645077803799
2015-11-11 11:00:00,5332.200918862969
2015-11-11 13:30:00,5241.158075436647
2015-11-11 14:00:00,5143.802235028932
2015-11-11 14:30:00,5004.846918541991
2015-11-11 15:30:00,4583.1712953827155
2015-11-11 16:00:00,3992.087817917341
2015-11-12 08:00:00,4609.961294153308
2015-11-12 08:30:00,4875.152789540317
2015-11-12 09:00:00,5044.676582199541
2015-11-12 09:30:00,5145.3832084325895
2015-11-12 11:00:00,5310.642437341335
2015-11-12 12:30:00,5251.780619099244
2015-11-12 13:00:00,5235.606361017509
2015-11-12 13:30:00,5182.891992374443
2015-11-12 14:00:00,5086.215385228589
2015-11-12 15:00:00,4784.270386135526
2015-11-13 10:30:00,5275.817291621949
2015-11-13 12:00:00,5319.4670025545565
2015-11-13 13:00:00,5292.84651853156
2015-11-13 15:00:00,4883.808486111093
2015-11-14 08:00:00,4606.968351667024
2015-11-14 08:30:00,4893.304578786843
2015-11-14 12:00:00,5329.791006218782
2015-11-14 13:00:00,5285.64917860119
2015-11-14 15:30:00,4577.520569478794
2015-11-15 08:30:00,4884.912243492131
2015-11-15 09:00:00,5058.9862799534985
2015-11-18 11:00:00,5342.716347861599
2015-11-18 14:00:00,5197.994931832949
2015-11-19 11:30:00,5314.3182814388765
2015-11-19 13:00:00,5275.115635161686
2015-11-19 13:30:00,5218.450014839801
2015-11-19 14:00:00,5131.043109457723
2015-11-19 14:30:00,5008.328394821545
2015-11-19 16:00:00,3917.094546243709
2015-11-20 11:30:00,5278.480270965499
2015-11-22 08:30:00,4823.212604683371
2015-11-22 13:30:00,5227.105869969974
2015-11-23 09:00:00,5000.884342393738
2015-11-24 10:00:00,5199.057169867768
2015-11-24 10:30:00,5252.663660111155
2015-11-30 15:30:00,4373.583380911006
2015-12-02 14:00:00,5052.926415218024
2015-12-02 14:30:00,4922.052150146581
2015-12-02 15:30:00,4362.8880422997145
2015-12-03 09:00:00,4909.537227253776
2015-12-03 09:30:00,5038.996970451267
2015-12-03 10:30:00,5211.422889337543
2015-12-03 11:00:00,5247.411310091438
2015-12-03 14:00:00,5082.4631308684175
2015-12-03 15:00:00,4753.419504755226
2015-12-03 15:30:00,4401.269043317408
2015-12-04 13:30:00,5156.463062081178
2015-12-04 15:30:00,4361.363273124074
2015-12-05 08:00:00,4150.587274167269
2015-12-05 08:30:00,4656.314747094114
2015-12-05 09:00:00,4904.42940917883
2015-12-13 15:30:00,4438.078720948842
2015-12-14 09:30:00,4998.0453296645455
2015-12-14 10:00:00,5101.429562414261
2015-12-14 10:30:00,5189.537331376036
2015-12-14 11:00:00,5215.3170195619505
2015-12-14 13:00:00,5168.888266172478
2015-12-14 13:30:00,5084.011392647904
2015-12-14 14:00:00,4991.597505322414
2015-12-14 14:30:00,4836.981928806089
2015-12-20 08:30:00,4505.579731512134
2015-12-20 09:00:00,4806.056097237849
2015-12-21 09:00:00,4814.871412545327
2015-12-21 10:00:00,5119.278560762076
2015-12-22 12:00:00,5201.599339517038
2015-12-24 08:30:00,4430.4792004116025
2015-12-24 09:00:00,4772.286294111816
2015-12-24 09:30:00,4982.330597167128
2015-12-24 13:00:00,5212.580726562309
2015-12-26 15:30:00,4430.701877577735
2015-12-28 12:00:00,5207.29464852282
2015-12-28 12:30:00,5195.02310488336
2015-12-30 11:30:00,4996.752147758298
2015-12-30 14:30:00,4525.434111385086
2015-12-31 09:30:00,4653.180040590423
2016-01-01 12:00:00,5233.404042670307
2016-01-01 15:00:00,4819.678421870871
2016-01-02 12:00:00,5229.881768716451
2016-01-02 14:00:00,5082.104033669122
2016-01-02 15:00:00,4772.898345893592
2016-01-03 10:00:00,5075.005757225125
2016-01-03 10:30:00,5148.647964023138
2016-01-03 11:00:00,5192.504363291636
2016-01-03 11:30:00,5224.693233805865
2016-01-03 12:00:00,5232.1533951175
2016-01-03 13:30:00,5160.420797494809
2016-01-03 14:30:00,4989.818235588617
2016-01-03 15:30:00,4536.610459511332
2016-01-04 12:00:00,5231.298754301208
2016-01-04 13:00:00,5167.092184981357
2016-01-05 09:30:00,4983.681843466833
2016-01-09 13:00:00,5131.128199534871
2016-01-09 15:00:00,4569.380100683378
2016-01-10 11:30:00,5200.972366282718
2016-01-10 14:30:00,5079.447704091482
2016-01-10 15:30:00,4563.9049459006765
2016-01-10 16:00:00,3891.0597303639715
2016-01-12 12:00:00,5308.747871297843
2016-01-17 12:30:00,5315.861003972125
2016-01-19 14:30:00,5138.16822718438
2016-01-21 14:00:00,5203.906537249149
2016-01-21 15:30:00,4793.716361398404
2016-01-21 16:00:00,4436.925489040517
2016-01-23 16:00:00,4516.868522275502
2016-01-24 09:00:00,4916.812045985427
2016-01-24 09:30:00,5076.998184087689
2016-01-24 10:00:00,5181.760604071527
2016-01-24 11:30:00,5255.619966115712
2016-01-24 12:00:00,5247.436857330287
2016-01-24 13:00:00,5264.71546876055
2016-01-26 09:00:00,4961.41203676493
2016-01-26 10:30:00,5264.969953327229
2016-01-26 12:30:00,5360.539853843657
2016-01-26 14:30:00,5189.708224729907
2016-01-27 11:30:00,5360.885171717396
2016-01-27 12:30:00,5375.383985669827
2016-01-27 15:00:00,5086.291033827837
2016-01-27 15:30:00,4910.964193015743
2016-01-27 16:00:00,4639.620064163394
2016-01-28 12:30:00,5378.804885089176
2016-02-08 14:30:00,5232.494239195574
2016-02-08 15:30:00,5007.103191051237
2016-02-08 16:00:00,4789.027239482401
2016-02-09 11:00:00,5363.649949699764
2016-02-09 11:30:00,5377.998968605514
2016-02-09 14:00:00,5292.781987984127
2016-02-09 15:00:00,5135.673114778977
2016-02-09 16:00:00,4805.5076382460265
2016-02-10 11:00:00,5362.618930487599
2016-02-12 12:30:00,5413.116084293528
2016-02-12 13:00:00,5383.595769668234
